chip_stem,region,sza_bin,ic_frac,n_polys_prod,n_polys_le_1px,n_polys_le_2px,n_polys_prod_kept,area_m2_prod_kept,n_polys_open,n_polys_open_kept,area_m2_open_kept
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c0256,KQ,sza_lt65,0.0180511474609375,33,1,2,33,118300.0,30,30,111900.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c0512,KQ,sza_lt65,0.0003814697265625,4,1,1,4,2500.0,2,2,1600.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c0768,KQ,sza_lt65,0.0010986328125,14,6,6,14,7200.0,3,3,4500.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c1024,KQ,sza_lt65,0.0084686279296875,77,27,47,77,55500.0,15,15,38700.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c10240,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c10496,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c1280,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c1536,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c1792,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c2048,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c2304,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c2560,KQ,sza_lt65,0.0001373291015625,6,5,5,6,900.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c2816,KQ,sza_lt65,0.0275115966796875,18,4,7,18,180300.0,4,4,174100.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c3072,KQ,sza_lt65,0.0047607421875,11,4,6,11,31200.0,3,3,27400.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c3328,KQ,sza_lt65,0.0006103515625,17,10,12,17,4000.0,1,1,1100.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c3584,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c3840,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c4096,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c4352,KQ,sza_lt65,0.042633056640625,2,0,0,2,279400.0,2,2,278300.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c4608,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c4864,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c5120,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c5376,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c5632,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c5888,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c6144,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c6400,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c6656,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c6912,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c7168,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c7424,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c7680,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c7936,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c8192,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c8448,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c8704,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c8960,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c9216,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c9472,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c9728,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0512_c9984,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c0000,KQ,sza_lt65,0.0435333251953125,395,109,191,395,285300.0,102,102,187600.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c0256,KQ,sza_lt65,0.0621795654296875,344,81,131,344,407500.0,115,115,318800.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c0512,KQ,sza_lt65,0.0386505126953125,322,80,134,322,253300.0,97,97,171800.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c0768,KQ,sza_lt65,0.0689697265625,454,141,220,454,452000.0,114,114,327900.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c1024,KQ,sza_lt65,0.0025177001953125,17,9,10,17,16500.0,5,5,11700.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c10240,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c10496,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c1280,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c1536,KQ,sza_lt65,0.012542724609375,2,0,0,2,82200.0,3,3,81600.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c1792,KQ,sza_lt65,0.022735595703125,2,0,0,2,149000.0,2,2,148500.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c2048,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c2304,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c2560,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c2816,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c3072,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c3328,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c3584,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c3840,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c4096,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c4352,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c4608,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c4864,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c5120,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c5376,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c5632,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c5888,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c6144,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c6400,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c6656,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c6912,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c7168,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c7424,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c7680,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c7936,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c8192,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c8448,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c8704,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c8960,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c9216,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c9472,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c9728,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WEQ_20230823T215140_r0768_c9984,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WES_20230823T215140_r10240_c3072,KQ,sza_lt65,0.1119384765625,169,37,75,169,733600.0,61,61,681500.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WES_20230823T215140_r10496_c3072,KQ,sza_lt65,0.1167755126953125,226,59,99,226,765300.0,83,83,685200.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0000_c0000,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0000_c0256,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0000_c0512,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0256_c0000,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0256_c0256,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0256_c0512,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0512_c0000,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0512_c0256,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0512_c0512,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0768_c0000,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0768_c0256,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20170902T135019_N0500_R110_T25WFQ_20230823T215140_r0768_c0512,KQ,sza_lt65,0.0,0,0,0,0,0.0,0,0,0.0
S2B_MSIL1C_20180903T140729_N0500_R053_T25WES_20230710T022152_r10240_c3072,KQ,sza_lt65,0.1374053955078125,287,79,117,287,900500.0,100,100,825900.0
S2B_MSIL1C_20180903T140729_N0500_R053_T25WES_20230710T022152_r10496_c3072,KQ,sza_lt65,0.0977020263671875,294,82,125,294,640300.0,91,91,541200.0
S2B_MSIL1C_20180903T140729_N0500_R053_T25WES_20230710T022152_r9984_c2304,KQ,sza_lt65,0.1005706787109375,708,198,312,708,659100.0,199,199,469200.0
S2B_MSIL1C_20190901T141739_N0500_R096_T25WER_20230430T074228_r0256_c3072,KQ,sza_lt65,0.1036224365234375,309,91,153,309,679100.0,68,68,592500.0
S2B_MSIL1C_20190901T141739_N0500_R096_T25WER_20230430T074228_r0512_c3072,KQ,sza_lt65,0.1469573974609375,752,221,356,752,963100.0,207,207,733800.0
S2B_MSIL1C_20190901T141739_N0500_R096_T25WES_20230430T074228_r10240_c3072,KQ,sza_lt65,0.1107177734375,274,86,139,274,725600.0,55,55,652700.0
S2B_MSIL1C_20190901T141739_N0500_R096_T25WES_20230430T074228_r10496_c3072,KQ,sza_lt65,0.1392059326171875,743,215,344,743,912300.0,214,214,683200.0
S2B_MSIL1C_20190901T141739_N0500_R096_T25WES_20230430T074228_r8704_c1792,KQ,sza_lt65,0.0860748291015625,474,105,178,474,564100.0,168,168,449800.0
S2B_MSIL1C_20190901T141739_N0500_R096_T25WES_20230430T074228_r8960_c1792,KQ,sza_lt65,0.109588623046875,680,192,305,680,718200.0,202,202,537000.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r10240_c2048,KQ,sza_lt65,0.0654296875,375,108,166,375,428800.0,119,119,339000.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r10240_c2304,KQ,sza_lt65,0.04632568359375,168,31,53,168,303600.0,69,69,261700.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r10240_c3072,KQ,sza_lt65,0.1214599609375,324,100,148,324,796000.0,89,89,711000.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r10496_c2048,KQ,sza_lt65,0.129150390625,626,162,251,626,846400.0,225,225,664400.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r10496_c2304,KQ,sza_lt65,0.0957489013671875,239,60,100,239,627500.0,86,86,550800.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r10496_c3072,KQ,sza_lt65,0.0956268310546875,466,132,215,466,626700.0,131,131,489400.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r8960_c1792,KQ,sza_lt65,0.123321533203125,1081,328,509,1081,808200.0,279,279,508300.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r9216_c2048,KQ,sza_lt65,0.1158447265625,780,226,361,780,759200.0,196,196,550600.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r9472_c2048,KQ,sza_lt65,0.124481201171875,702,217,334,702,815800.0,183,183,630100.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r9728_c2048,KQ,sza_lt65,0.1101226806640625,703,183,304,703,721700.0,205,205,537900.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r9984_c2048,KQ,sza_lt65,0.077239990234375,459,142,217,459,506200.0,129,129,389700.0
S2B_MSIL1C_20210907T140729_N0500_R053_T25WES_20230114T011834_r9984_c2304,KQ,sza_lt65,0.0980377197265625,437,135,201,437,642500.0,128,128,536000.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WDR_20230922T140258_r10240_c10240,KQ,sza_65_70,0.0745086669921875,120,52,75,120,488300.0,19,19,446900.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WDR_20230922T140258_r9472_c10240,KQ,sza_65_70,0.13568115234375,1095,277,471,1095,889200.0,299,299,565500.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r10240_c2048,KQ,sza_65_70,0.0337677001953125,69,12,18,69,221300.0,33,33,204500.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r10240_c2304,KQ,sza_65_70,0.0364532470703125,144,48,74,144,238900.0,34,34,200600.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r10240_c3072,KQ,sza_65_70,0.0696563720703125,80,21,37,80,456500.0,36,36,420000.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r10496_c2048,KQ,sza_65_70,0.041107177734375,138,29,44,138,269400.0,52,52,231400.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r10496_c2304,KQ,sza_65_70,0.05120849609375,138,40,58,138,335600.0,48,48,288600.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r10496_c3072,KQ,sza_65_70,0.0208740234375,110,36,53,110,136800.0,31,31,103400.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r9984_c1792,KQ,sza_65_70,0.0118408203125,45,7,9,45,77600.0,26,26,67600.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r9984_c2048,KQ,sza_65_70,0.100799560546875,354,91,141,354,660600.0,122,122,550400.0
S2A_MSIL1C_20160918T141002_N0500_R053_T25WES_20230922T140258_r9984_c2304,KQ,sza_65_70,0.1195220947265625,460,133,207,460,783300.0,131,131,644100.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r10240_c10240,KQ,sza_65_70,0.0152435302734375,15,5,10,15,99900.0,5,5,94000.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r10240_c10496,KQ,sza_65_70,0.029998779296875,17,3,4,17,196600.0,10,10,187600.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r10240_c9984,KQ,sza_65_70,0.02618408203125,12,1,1,12,171600.0,10,10,168700.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r10496_c10240,KQ,sza_65_70,0.0211334228515625,34,14,20,34,138500.0,9,9,127400.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r10496_c10496,KQ,sza_65_70,0.0367279052734375,17,8,12,17,240700.0,6,6,233700.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r10496_c9984,KQ,sza_65_70,0.0008392333984375,7,5,6,7,5500.0,1,1,4300.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r8960_c10496,KQ,sza_65_70,0.035888671875,6,1,4,6,235200.0,3,3,230700.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9216_c10240,KQ,sza_65_70,0.0374908447265625,22,9,11,22,245700.0,4,4,240100.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9216_c10496,KQ,sza_65_70,0.0024871826171875,5,1,1,5,16300.0,3,3,14400.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9216_c9984,KQ,sza_65_70,0.101409912109375,346,133,208,346,664600.0,55,55,557800.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9472_c10240,KQ,sza_65_70,0.01666259765625,48,18,26,48,109200.0,10,10,92200.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9472_c9984,KQ,sza_65_70,0.0630340576171875,456,202,296,456,413100.0,68,68,267000.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9728_c10496,KQ,sza_65_70,0.0770111083984375,35,8,13,35,504700.0,15,15,489800.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9728_c9984,KQ,sza_65_70,0.00048828125,1,0,0,1,3200.0,1,1,2700.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9984_c10240,KQ,sza_65_70,0.01226806640625,20,2,5,20,80400.0,12,12,71800.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9984_c10496,KQ,sza_65_70,0.01806640625,32,13,14,32,118400.0,14,14,107200.0
S2A_MSIL1C_20170920T140011_N0500_R010_T25WDR_20230809T203105_r9984_c9984,KQ,sza_65_70,0.0130157470703125,17,1,1,17,85300.0,14,14,78800.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r10240_c10240,KQ,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r10240_c10496,KQ,sza_65_70,3.0517578125e-05,2,2,2,2,200.0,0,0,0.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r10240_c9984,KQ,sza_65_70,0.0065460205078125,7,1,2,7,42900.0,5,5,41700.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r10496_c10240,KQ,sza_65_70,7.62939453125e-05,1,0,0,1,500.0,0,0,0.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r10496_c10496,KQ,sza_65_70,0.0002593994140625,6,3,4,6,1700.0,0,0,0.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r10496_c9984,KQ,sza_65_70,0.006683349609375,3,0,0,3,43800.0,3,3,42500.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r8960_c10496,KQ,sza_65_70,0.0685577392578125,70,31,43,70,449300.0,16,16,422700.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r9728_c10496,KQ,sza_65_70,0.090362548828125,43,14,16,43,592200.0,21,21,571300.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r9984_c10240,KQ,sza_65_70,0.01605224609375,18,3,4,18,105200.0,12,12,95900.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r9984_c10496,KQ,sza_65_70,0.0311431884765625,7,1,3,7,204100.0,7,7,194500.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WDR_20230707T155818_r9984_c9984,KQ,sza_65_70,0.0106964111328125,8,0,0,8,70100.0,6,6,66000.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r0000_c1536,KQ,sza_65_70,0.0146484375,15,4,5,15,96000.0,3,3,90200.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r0256_c1536,KQ,sza_65_70,0.0430908203125,124,38,58,124,282400.0,46,46,222900.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r0256_c3072,KQ,sza_65_70,0.106414794921875,235,54,97,235,697400.0,81,81,631700.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r0512_c3072,KQ,sza_65_70,0.089752197265625,283,80,121,283,588200.0,93,93,485300.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r10240_c0000,KQ,sza_65_70,0.0065460205078125,7,1,2,7,42900.0,5,5,41700.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r10240_c0256,KQ,sza_65_70,0.0,0,0,0,0,0.0,0,0,0.0
S2A_MSIL1C_20180918T141001_N0500_R053_T25WER_20230707T155818_r10240_c0512,KQ,sza_65_70,3.0517578125e-05,2,2,2,2,200.0,0,0,0.0
